一灯大师	1.5002961474944267
丁不三	1.1876703669430686
丁不四	2.482935138171449
丁典	1.5765876265428795
丁勉	0.44724686106403533
丁同	0.06697915666736862
丁坚	0.354976825522198
丁大全	0.28976915755192306
丁敏君	0.9649345475931881
丁春秋	3.897209827759256
丁游	0.09367945354011799
万圭	2.2125345343685083
万大平	0.0419729567503591
万庆澜	0.7221918625874799
万里风	0.21191788296426525
万震山	2.0142325178359823
上官	1.1612799816043147
上官云	1.010684733242126
上官毅山	0.20260390811143694
上官虹	0.3089123652746209
上官铁生	0.2501562406794149
不平道人	0.790861786956595
不戒和尚	0.979819552990882
丑脸汉子	0.05730490661106
丘处机	4.374002381303659
丛不弃	0.08570582822441299
东方不败	2.4644184478050795
严三星	0.39183003995901244
严妈妈	0.20274262184214098
丧门鬼	0.18990111609820245
中年武师	0.060040077439586635
丹青生	1.2577072702075314
乌旺阿普	0.15587162416539221
乌老大	1.6345244071986353
乐厚	0.2855857071617007
乔寨主	0.03981180888235176
乔峰	5.425468165327966
乔福	0.06705070778749274
九死生	0.029924941264899804
九难	1.429985303057857
书僮	0.7066862473746116
乾隆皇帝	0.24528879288602914
于万亭	0.2526035250236142
于人豪	0.34621898951033425
于八	0.1789470767658061
于嫂	0.5091500529778867
于管家	0.32950882318045577
云中鹤	1.6791658422777294
云岛主	0.041478798255063044
云鹤	0.3163359762224284
五姑	0.295480345014972
五符	0.015401862419881186
人厨子	0.10350859076465625
仇松年	0.5262815975755344
令狐冲	23.103528142937332
仪和	2.0221186429453355
仪清	1.4429785322617144
仪琳	4.239433771552544
任我行	4.026390616960789
任盈盈	0.06615465781381873
任通武	0.13471866177154307
任飞燕	1.0957397229577128
传功长老	0.956369143388941
何三七	0.3830477627211985
何太冲	1.9841999498015181
何思豪	0.460645189776353
何惕守	1.629110287997852
何红药	1.2544206419917983
何足道	1.464236640029177
何铁手	2.153588230218767
余人彦	0.1876163794282553
余兆兴	0.07274945785176701
余婆婆	0.0902398155129864
余沧海	3.27020060532703
余鱼同	4.611723083967728
佟国纲	0.30361203573921675
侍剑	0.4563095912076284
侯人英	0.23720654784850287
侯通海	1.1595370362297632
侯飞文	0.09873004019453724
俏鬼	0.1674451178187884
俞岱岩	2.3529113661851064
俞朝奉	0.029462038358212532
俱明宝树王	0.042340911163010565
倪不大	0.40071471316624724
倪不小	0.4007147131662473
倪浩	0.718448098969071
假东方不败	0.013602963341527335
傅思归	0.4431906158248648
催命鬼	0.1568032421089054
元义方	0.3072999360737594
元伤	0.10751185159403635
元广波	0.11349359104951193
元悲	0.10751185159403635
元澄道人	0.1537497900005183
元痛	0.10751185159403637
兆惠	0.9613781744351483
全冠清	0.9824701223827883
全金发	1.625446059190502
公冶乾	1.9003185950213293
公孙止	1.3371061462523932
公孙绿萼	0.3059906821740036
兰剑	0.36792398267126974
关安基	0.9471264535545192
关明梅	1.1119211885911826
农夫	0.7505230153883345
农妇	0.1533863858449933
冯不摧	0.4927876708259673
冯不破	0.43483017436735105
冯同知	0.24359270689855655
冯坦	0.3466216678730243
冯振武	0.15476213757424329
冯辉	0.15142335032458687
冯锡范	1.8962922284590575
冯阿三	0.4301593159034922
冯难敌	0.7674539918471356
冯默风	0.23714470119920114
冲虚	2.83751932093218
冲虚道长	1.2092153149971914
冷谦	0.48427322465556444
净济	0.2327158674435025
净清	0.1387950450408566
凌退思	0.2813350877501738
凌霜华	0.02488721770326425
凤一鸣	0.06476333123702085
凤七	0.029462038358212532
凯别兴	0.11612035549537433
出尘子	0.08935812912238807
刀白凤	0.7124921459838651
刘一舟	1.5188950080171706
刘之余	0.04941131408663371
刘乘风	0.34038639061970805
刘元鹤	0.812774576576373
刘培生	1.057348136681504
刘处玄	0.6904240686016987
刘宗敏	0.4001704838999571
刘敖	0.03634067677774622
刘正风	2.1540894605324192
刘竹庄	0.07884659954523944
刘芳亮	0.386752086294744
刘芹	0.022223582610925385
刘菁	0.02610880634928321
刘鹤真	0.6682882040263229
刚相	0.006183531522066262
努儿海	0.1340188146982437
劳太监	0.008075541456350628
劳德诺	2.128442086449961
包不同	3.388922361846633
包惜弱	0.38649598248299916
华伯斯基	0.07760368894377422
华筝	1.270214989482546
华赫艮	0.7919689927513412
卓不凡	0.32980792778972406
卓天雄	1.1438113388083289
单伯山	0.10238755983259057
单叔山	0.07555007135762556
单季山	0.07789685850268156
单小山	0.06118123417304962
单正	0.6550353154949496
单铁生	0.6505650379047268
南仁通	0.1569359376758689
南兰	0.21913419429602454
南希仁	1.1324050400782713
南怀仁	0.18106333808475822
博尔忽	0.42746850109789153
博尔术	0.4851110576124198
卜垣	0.8076489441716197
卜沉	0.06379731028538602
卜泰	0.02178463628888338
卢一峰	0.5225775119028749
卫周祚	0.0162942298619733
卫四娘	0.20883638553523237
卫天望	0.16509595175326153
卫春华	4.191315186410806
卫璧	0.549513308889668
双儿	5.046569190960693
古笃诚	0.43613538122366025
史仲俊	0.3297326916007343
史仲猛	0.36365149225138543
史伯威	0.19900754880348
史叔刚	0.33132118994413917
史季强	0.529650691477758
史小翠	0.19935293825398415
史松	0.25488152676289466
史火龙	0.9192992075958787
史登达	0.13246223614073122
史秉光	0.1266008991168406
史秉文	0.09800743613741539
史红石	0.2812040029463347
史镖头	0.4767770419874
叶二娘	1.413822717935916
叶长青	0.03146999601459942
司徒伯雷	0.3725032172190301
司徒千钟	0.42163767815884323
司徒横	0.1363052864699011
司徒鹤	0.29956968299195114
司空玄	0.6731117457450646
司马大	0.207866280626933
司马林	0.24679719787381998
吉人通	0.0886102232837462
